customer_id,name,age,gender,city,state,tier,language_preference,income_type,archetype,onboarding_date,split,first_name,last_name,income_type_declared,onboarded_at,archetype_ground_truth,account_created_at,employment_type,created_at
cust_f6ba2d9037,Diya Rattan,23,Other,Bengaluru,Karnataka,Tier 1,Marathi,salaried,stable_salaried,2025-01-14,train,,,,,,,,
cust_8ab6c38f9c,Divya Kala,49,Other,Bilaspur,Chhattisgarh,Tier 3,Tamil,gig_irregular,gig_irregular,2025-02-04,train,,,,,,,,
cust_5949e29f28,Tara Dhar,35,Male,Jhansi,Uttar Pradesh,Tier 3,English,salaried,financially_stressed,2025-09-05,train,,,,,,,,
cust_ae6453a2d7,Adya Sangha,60,Other,Delhi,Delhi,Tier 1,Bengali,salaried,stable_salaried,2025-02-03,train,,,,,,,,
cust_ad0f51974b,Janaki Kanda,27,Female,Coimbatore,Tamil Nadu,Tier 2,Telugu,salaried,financially_stressed,2026-01-16,train,,,,,,,,
cust_fd0872c1e7,Yashodhara Tak,52,Male,Mumbai,Maharashtra,Tier 1,Hindi,gig_irregular,gig_irregular,2026-03-11,train,,,,,,,,
cust_c6b2e6d815,Imaran Dua,57,Other,Nagpur,Maharashtra,Tier 2,Tamil,salaried,stable_salaried,2024-10-30,train,,,,,,,,
cust_2d0900313b,Devansh Rajan,49,Male,Indore,Madhya Pradesh,Tier 2,Marathi,salaried,stable_salaried,2025-08-20,train,,,,,,,,
cust_8d08482557,Zayan Apte,57,Other,Bilaspur,Chhattisgarh,Tier 3,Hindi,salaried,fraud_scenario,2025-04-08,train,,,,,,,,
cust_e54d42078a,Amara Oak,49,Female,Nagpur,Maharashtra,Tier 2,Gujarati,salaried,stable_salaried,2025-09-18,test,,,,,,,,
cust_a959fc2cf0,Nakul Setty,59,Female,Coimbatore,Tamil Nadu,Tier 2,Bengali,salaried,stable_salaried,2024-11-11,train,,,,,,,,
cust_b4e4801cfe,Xiti Gokhale,43,Other,Bilaspur,Chhattisgarh,Tier 3,Gujarati,salaried,stable_salaried,2024-09-12,train,,,,,,,,
cust_a8a2b8f1e5,Chanchal Tripathi,56,Other,Delhi,Delhi,Tier 1,Tamil,salaried,financially_stressed,2025-06-16,test,,,,,,,,
cust_bcbbc71341,Kashvi Edwin,50,Other,Mumbai,Maharashtra,Tier 1,English,gig_irregular,gig_irregular,2025-08-10,train,,,,,,,,
cust_5b90bc9fc0,Ekiya Suresh,22,Male,Nagpur,Maharashtra,Tier 2,Marathi,salaried,financially_stressed,2025-07-03,train,,,,,,,,
cust_a59e539dc3,Damyanti Khatri,43,Male,Indore,Madhya Pradesh,Tier 2,Bengali,salaried,financially_stressed,2024-09-21,train,,,,,,,,
cust_687139b844,Frederick Sunder,27,Other,Bilaspur,Chhattisgarh,Tier 3,Gujarati,gig_irregular,gig_irregular,2024-10-12,train,,,,,,,,
cust_d69af2ab6c,Kabir Soman,44,Female,Mumbai,Maharashtra,Tier 1,Kannada,salaried,fraud_scenario,2025-12-02,train,,,,,,,,
cust_df65362828,Alka Wable,21,Female,Mumbai,Maharashtra,Tier 1,Kannada,salaried,stable_salaried,2026-02-11,train,,,,,,,,
cust_0d5900be8b,Siddharth Zacharia,52,Male,Jhansi,Uttar Pradesh,Tier 3,Kannada,gig_irregular,gig_irregular,2026-01-02,train,,,,,,,,
cust_d5183adc34,Devika Rastogi,27,Other,Bilaspur,Chhattisgarh,Tier 3,English,salaried,financially_stressed,2025-10-29,train,,,,,,,,
cust_9982e2b097,Raksha Varughese,49,Male,Deoria,Uttar Pradesh,Tier 4,English,gig_irregular,gig_irregular,2026-03-10,train,,,,,,,,
cust_93cc9680d1,Umang Bhatt,29,Female,Jhansi,Uttar Pradesh,Tier 3,Kannada,salaried,financially_stressed,2025-05-16,train,,,,,,,,
cust_315fa06aab,Thomas Amble,33,Female,Bengaluru,Karnataka,Tier 1,Kannada,gig_irregular,gig_irregular,2025-03-15,train,,,,,,,,
cust_c6611e3ac8,Veer Bir,53,Male,Guna,Madhya Pradesh,Tier 3,Tamil,salaried,financially_stressed,2024-10-19,train,,,,,,,,
cust_a6558be157,Ekavir Varkey,21,Male,Bengaluru,Karnataka,Tier 1,Telugu,salaried,stable_salaried,2026-01-20,train,,,,,,,,
cust_f2d3299243,Tanish Zacharia,33,Other,Mumbai,Maharashtra,Tier 1,Kannada,salaried,stable_salaried,2025-01-19,train,,,,,,,,
cust_3bc7edbc2d,Xavier Solanki,21,Female,Guna,Madhya Pradesh,Tier 3,Kannada,salaried,stable_salaried,2024-11-22,train,,,,,,,,
cust_191d53f6a7,Girindra Chatterjee,60,Other,Delhi,Delhi,Tier 1,Kannada,salaried,stable_salaried,2025-11-27,train,,,,,,,,
cust_ca7c4543d8,Pallavi Roy,48,Female,Bengaluru,Karnataka,Tier 1,Tamil,salaried,stable_salaried,2025-09-07,train,,,,,,,,
cust_f0163aff9d,Guneet Bhat,23,Other,Coimbatore,Tamil Nadu,Tier 2,Bengali,salaried,stable_salaried,2025-05-24,test,,,,,,,,
cust_a43c55a306,Ikbal Kothari,60,Other,Bengaluru,Karnataka,Tier 1,Telugu,salaried,stable_salaried,2025-04-19,train,,,,,,,,
cust_f1770b15b8,Logan Sami,35,Other,Mumbai,Maharashtra,Tier 1,Telugu,gig_irregular,gig_irregular,2024-12-24,test,,,,,,,,
cust_d528781648,Zaid Borra,26,Female,Mumbai,Maharashtra,Tier 1,Bengali,salaried,stable_salaried,2024-12-20,train,,,,,,,,
cust_92eeb6df5f,Chandresh Zachariah,35,Other,Guna,Madhya Pradesh,Tier 3,Gujarati,salaried,stable_salaried,2025-05-11,train,,,,,,,,
cust_4870b96eed,Warjas Ganesan,22,Other,Barpeta,Assam,Tier 4,English,salaried,stable_salaried,2025-12-13,train,,,,,,,,
cust_f46b8ba450,Tanay Rattan,45,Other,Chhindwara,Madhya Pradesh,Tier 4,Telugu,salaried,stable_salaried,2025-04-21,test,,,,,,,,
cust_f84d8e5a5d,Ladli Agate,45,Other,Bilaspur,Chhattisgarh,Tier 3,Telugu,salaried,fraud_scenario,2026-01-18,test,,,,,,,,
cust_d0af7c1fdf,Suhani Mangal,52,Female,Deoria,Uttar Pradesh,Tier 4,Telugu,gig_irregular,gig_irregular,2026-03-04,test,,,,,,,,
cust_881eb42180,Mohammed Gupta,35,Male,Chhindwara,Madhya Pradesh,Tier 4,Tamil,gig_irregular,gig_irregular,2025-04-30,train,,,,,,,,
cust_3f1188279e,Darsh Murthy,49,Female,Guna,Madhya Pradesh,Tier 3,Gujarati,salaried,stable_salaried,2025-02-20,train,,,,,,,,
cust_261b6177be,Yadavi Wali,53,Female,Nagpur,Maharashtra,Tier 2,Telugu,salaried,financially_stressed,2024-10-12,train,,,,,,,,
cust_a4c03ec514,Quincy Biswas,41,Female,Bilaspur,Chhattisgarh,Tier 3,Kannada,salaried,stable_salaried,2024-12-06,train,,,,,,,,
cust_bc321d1197,Netra Dar,36,Other,Bengaluru,Karnataka,Tier 1,Kannada,salaried,stable_salaried,2025-08-03,train,,,,,,,,
cust_6a308e065c,Balveer Bumb,59,Other,Nagpur,Maharashtra,Tier 2,Tamil,salaried,fraud_scenario,2026-02-08,train,,,,,,,,
cust_4f67cd5729,Advika Jayaraman,43,Male,Indore,Madhya Pradesh,Tier 2,Gujarati,gig_irregular,gig_irregular,2025-04-28,train,,,,,,,,
cust_c5502cd78d,William Lanka,48,Female,Nagpur,Maharashtra,Tier 2,Bengali,gig_irregular,gig_irregular,2025-09-13,train,,,,,,,,
cust_7255628e90,Tanvi Mutti,40,Male,Indore,Madhya Pradesh,Tier 2,Marathi,gig_irregular,gig_irregular,2025-04-15,train,,,,,,,,
cust_cb3a3994e1,Aditya Shanker,53,Female,Deoria,Uttar Pradesh,Tier 4,Hindi,salaried,financially_stressed,2026-02-02,train,,,,,,,,
cust_f320b75b58,Ethan Yogi,54,Other,Nagpur,Maharashtra,Tier 2,Hindi,salaried,financially_stressed,2025-08-17,train,,,,,,,,
cust_d25a0f93aa,Kevin Palla,59,Male,Bilaspur,Chhattisgarh,Tier 3,English,salaried,stable_salaried,2025-01-05,train,,,,,,,,
cust_9092bf5b6f,Kala Mane,45,Other,Guna,Madhya Pradesh,Tier 3,Telugu,salaried,stable_salaried,2026-01-06,test,,,,,,,,
cust_f79e45b97e,Abhiram Mistry,38,Male,Bengaluru,Karnataka,Tier 1,Hindi,salaried,stable_salaried,2024-12-06,train,,,,,,,,
cust_45dab77d11,Krish Lalla,26,Female,Bilaspur,Chhattisgarh,Tier 3,Tamil,salaried,stable_salaried,2026-02-03,train,,,,,,,,
cust_cac42b3e42,Nachiket Magar,31,Male,Deoria,Uttar Pradesh,Tier 4,Kannada,salaried,stable_salaried,2024-11-13,train,,,,,,,,
cust_d7367ccefc,Hemal Jani,53,Female,Deoria,Uttar Pradesh,Tier 4,Telugu,salaried,fraud_scenario,2025-02-12,train,,,,,,,,
cust_9f7b66a766,Yashasvi Suresh,32,Female,Nagpur,Maharashtra,Tier 2,Hindi,salaried,financially_stressed,2025-09-22,train,,,,,,,,
cust_aad452e04c,George Sampath,38,Other,Barpeta,Assam,Tier 4,Marathi,salaried,stable_salaried,2025-01-26,train,,,,,,,,
cust_d10262d5a3,Aarush Nath,57,Male,Coimbatore,Tamil Nadu,Tier 2,Telugu,gig_irregular,gig_irregular,2025-12-09,train,,,,,,,,
cust_0e0cc83a66,Neel Sathe,26,Male,Deoria,Uttar Pradesh,Tier 4,English,salaried,stable_salaried,2025-11-07,train,,,,,,,,
cust_6de89ed354,Aditya Choudhury,50,Other,Bengaluru,Karnataka,Tier 1,Hindi,salaried,fraud_scenario,2025-07-10,train,,,,,,,,
cust_6f909dd04f,Balendra Pingle,56,Female,Jhansi,Uttar Pradesh,Tier 3,English,gig_irregular,gig_irregular,2024-10-22,train,,,,,,,,
cust_f12f28cbaf,Qushi Datta,48,Other,Guna,Madhya Pradesh,Tier 3,Bengali,salaried,stable_salaried,2025-07-27,train,,,,,,,,
cust_77443db66b,Balveer Parmar,24,Other,Delhi,Delhi,Tier 1,Gujarati,salaried,stable_salaried,2024-10-03,train,,,,,,,,
cust_98b2bde981,Harshil Pandya,26,Other,Indore,Madhya Pradesh,Tier 2,Marathi,gig_irregular,gig_irregular,2025-01-04,train,,,,,,,,
cust_5ffc801ed9,Mohammed Khalsa,22,Other,Bilaspur,Chhattisgarh,Tier 3,Hindi,salaried,stable_salaried,2025-11-12,train,,,,,,,,
cust_fa5da3e20c,Nitara Bakshi,39,Male,Chhindwara,Madhya Pradesh,Tier 4,Marathi,gig_irregular,gig_irregular,2025-12-28,train,,,,,,,,
cust_ea35835b80,Nisha Kothari,49,Other,Mumbai,Maharashtra,Tier 1,Tamil,salaried,financially_stressed,2024-12-18,train,,,,,,,,
cust_d2197aeac1,Lavanya Barad,30,Male,Coimbatore,Tamil Nadu,Tier 2,English,salaried,stable_salaried,2025-02-04,train,,,,,,,,
cust_48ceebfcf8,Ryan Sharma,26,Female,Mumbai,Maharashtra,Tier 1,Kannada,salaried,stable_salaried,2025-12-25,train,,,,,,,,
cust_70b1c739fd,Udant Bajwa,34,Male,Jhansi,Uttar Pradesh,Tier 3,Gujarati,salaried,fraud_scenario,2025-03-21,train,,,,,,,,
cust_6329514be8,Falguni Mallick,33,Female,Guna,Madhya Pradesh,Tier 3,Gujarati,gig_irregular,gig_irregular,2025-09-07,train,,,,,,,,
cust_295a97b84f,Indali Upadhyay,50,Female,Bengaluru,Karnataka,Tier 1,Bengali,salaried,stable_salaried,2025-12-28,train,,,,,,,,
cust_cae5bf49ec,Ayaan D’Alia,33,Other,Chhindwara,Madhya Pradesh,Tier 4,Tamil,salaried,stable_salaried,2025-04-18,train,,,,,,,,
cust_57fa1ec7e5,Pranav Lanka,41,Other,Mumbai,Maharashtra,Tier 1,Telugu,salaried,stable_salaried,2026-01-04,train,,,,,,,,
cust_95dab75aad,Hemani Murthy,58,Male,Delhi,Delhi,Tier 1,Gujarati,gig_irregular,gig_irregular,2024-10-01,test,,,,,,,,
cust_65f1081e62,Lekha Gupta,48,Female,Chhindwara,Madhya Pradesh,Tier 4,Kannada,salaried,financially_stressed,2025-05-08,train,,,,,,,,
cust_ec4ff2564b,Aarav Venkatesh,28,Other,Nagpur,Maharashtra,Tier 2,Tamil,salaried,stable_salaried,2025-01-28,train,,,,,,,,
cust_e84fa05608,Januja Sankar,46,Male,Bengaluru,Karnataka,Tier 1,Tamil,salaried,stable_salaried,2026-01-31,train,,,,,,,,
cust_eebbda9b6a,Dipta Dash,46,Female,Mumbai,Maharashtra,Tier 1,English,salaried,stable_salaried,2024-10-19,train,,,,,,,,
cust_767341a8db,Yashica More,30,Other,Bilaspur,Chhattisgarh,Tier 3,Marathi,salaried,fraud_scenario,2025-10-10,train,,,,,,,,
cust_b66bad591e,Neha Merchant,56,Female,Jhansi,Uttar Pradesh,Tier 3,Gujarati,gig_irregular,gig_irregular,2025-09-11,train,,,,,,,,
cust_12c1deaa05,Osha Raghavan,32,Other,Mumbai,Maharashtra,Tier 1,Telugu,salaried,fraud_scenario,2025-07-11,train,,,,,,,,
cust_6654a61cc5,Charvi Ravi,51,Male,Coimbatore,Tamil Nadu,Tier 2,Hindi,salaried,financially_stressed,2025-09-17,train,,,,,,,,
cust_18e35ec06a,Daksha Mangat,21,Other,Guna,Madhya Pradesh,Tier 3,Hindi,salaried,stable_salaried,2025-07-08,train,,,,,,,,
cust_f8ae7853c3,Udyati Sathe,34,Other,Jhansi,Uttar Pradesh,Tier 3,Marathi,salaried,financially_stressed,2025-01-04,train,,,,,,,,
cust_02d0e9779c,Yasti Solanki,47,Male,Coimbatore,Tamil Nadu,Tier 2,Tamil,gig_irregular,gig_irregular,2025-05-11,train,,,,,,,,
cust_33f2b767ba,Frado Mander,32,Male,Delhi,Delhi,Tier 1,Telugu,gig_irregular,gig_irregular,2025-11-19,train,,,,,,,,
cust_36d880f963,Girik Keer,54,Male,Delhi,Delhi,Tier 1,Marathi,salaried,stable_salaried,2025-06-20,train,,,,,,,,
cust_989f000282,Rushil Din,47,Female,Bilaspur,Chhattisgarh,Tier 3,English,gig_irregular,gig_irregular,2025-09-14,train,,,,,,,,
cust_efbd01ea18,Vaishnavi Bora,52,Male,Guna,Madhya Pradesh,Tier 3,Tamil,salaried,stable_salaried,2024-09-24,train,,,,,,,,
cust_5ee716a6ea,Leena Talwar,45,Male,Jhansi,Uttar Pradesh,Tier 3,Bengali,salaried,stable_salaried,2025-05-18,train,,,,,,,,
cust_cc3199a678,Abdul Chhabra,24,Male,Nagpur,Maharashtra,Tier 2,Tamil,gig_irregular,gig_irregular,2025-04-18,train,,,,,,,,
cust_a5d7a25c17,Patrick Vasa,46,Female,Indore,Madhya Pradesh,Tier 2,Hindi,salaried,fraud_scenario,2025-11-11,train,,,,,,,,
cust_813bf0f455,Jairaj Shan,26,Other,Nagpur,Maharashtra,Tier 2,Marathi,salaried,financially_stressed,2025-05-23,train,,,,,,,,
cust_34d319eea7,Edhitha Savant,50,Other,Bengaluru,Karnataka,Tier 1,English,salaried,stable_salaried,2024-11-23,train,,,,,,,,
cust_efd6f723f1,Sanaya Dutt,35,Other,Deoria,Uttar Pradesh,Tier 4,Hindi,gig_irregular,gig_irregular,2025-08-12,train,,,,,,,,
cust_3ce7aee54a,Shivani Lad,29,Other,Guna,Madhya Pradesh,Tier 3,Hindi,salaried,stable_salaried,2025-10-23,train,,,,,,,,
cust_96a67d9b17,Vedhika Khare,54,Male,Nagpur,Maharashtra,Tier 2,Kannada,salaried,fraud_scenario,2025-10-27,train,,,,,,,,
cust_f6dbe3ec41,Bhavika Keer,22,Female,Bengaluru,Karnataka,Tier 1,Bengali,salaried,financially_stressed,2025-02-08,train,,,,,,,,
cust_784764f840,Faris Devi,46,Male,Barpeta,Assam,Tier 4,Telugu,salaried,stable_salaried,2025-02-06,test,,,,,,,,
cust_905a23ec03,Michael Kala,21,Other,Nagpur,Maharashtra,Tier 2,English,gig_irregular,gig_irregular,2024-12-02,train,,,,,,,,
cust_d6c02e6703,Ganga Shukla,50,Male,Guna,Madhya Pradesh,Tier 3,Telugu,gig_irregular,gig_irregular,2024-10-16,train,,,,,,,,
cust_c7d5976bb1,Osha Ramachandran,45,Other,Jhansi,Uttar Pradesh,Tier 3,Gujarati,salaried,stable_salaried,2025-04-26,train,,,,,,,,
cust_cea44f63c9,Lajita Sood,46,Other,Chhindwara,Madhya Pradesh,Tier 4,English,salaried,financially_stressed,2026-01-19,train,,,,,,,,
cust_dbf6de5ea4,Chanchal Ramakrishnan,23,Female,Deoria,Uttar Pradesh,Tier 4,Hindi,gig_irregular,gig_irregular,2024-09-14,train,,,,,,,,
cust_9f40883896,Thomas Sura,47,Female,Bengaluru,Karnataka,Tier 1,Tamil,salaried,financially_stressed,2025-12-22,test,,,,,,,,
cust_1cb7a4d1fb,Vedika Balakrishnan,36,Other,Chhindwara,Madhya Pradesh,Tier 4,Marathi,gig_irregular,gig_irregular,2025-01-09,train,,,,,,,,
cust_896ecde37c,Noah Sibal,56,Female,Coimbatore,Tamil Nadu,Tier 2,Telugu,salaried,stable_salaried,2025-04-12,train,,,,,,,,
cust_6d92fdca3b,Meera Bala,52,Other,Guna,Madhya Pradesh,Tier 3,Marathi,salaried,stable_salaried,2026-01-27,train,,,,,,,,
cust_22b0a59790,Krishna Shenoy,58,Other,Indore,Madhya Pradesh,Tier 2,English,salaried,stable_salaried,2024-10-27,train,,,,,,,,
cust_7ce4c82cdb,Ladli Narang,22,Male,Deoria,Uttar Pradesh,Tier 4,Telugu,salaried,fraud_scenario,2024-12-19,test,,,,,,,,
cust_be3576e346,Geetika Raghavan,41,Female,Jhansi,Uttar Pradesh,Tier 3,Bengali,salaried,financially_stressed,2025-01-04,train,,,,,,,,
cust_eca0d27a67,Zayyan Bumb,35,Male,Bilaspur,Chhattisgarh,Tier 3,English,salaried,financially_stressed,2025-02-10,train,,,,,,,,
cust_ad65ed2880,Inaya Kapur,29,Female,Guna,Madhya Pradesh,Tier 3,Marathi,salaried,stable_salaried,2025-05-26,test,,,,,,,,
cust_5c8017e103,Azaan Kota,41,Male,Deoria,Uttar Pradesh,Tier 4,English,salaried,stable_salaried,2025-09-02,train,,,,,,,,
cust_defc11414e,Michael Khare,60,Female,Nagpur,Maharashtra,Tier 2,Tamil,salaried,financially_stressed,2024-12-29,train,,,,,,,,
cust_4213b56c4b,Tejas Shroff,52,Female,Barpeta,Assam,Tier 4,English,salaried,fraud_scenario,2024-11-19,test,,,,,,,,
cust_6c1415e4f6,Oliver Contractor,22,Other,Delhi,Delhi,Tier 1,Telugu,salaried,stable_salaried,2025-09-29,train,,,,,,,,
cust_567e7e42e2,Deepa Chokshi,49,Male,Delhi,Delhi,Tier 1,Gujarati,gig_irregular,gig_irregular,2025-11-11,train,,,,,,,,
cust_837fed8080,Keya Ranganathan,37,Male,Jhansi,Uttar Pradesh,Tier 3,Marathi,salaried,stable_salaried,2025-07-25,test,,,,,,,,
cust_3a8121e403,Faqid Kibe,46,Other,Chhindwara,Madhya Pradesh,Tier 4,Hindi,salaried,financially_stressed,2026-02-08,train,,,,,,,,
cust_301f68f311,Jai Barman,41,Male,Guna,Madhya Pradesh,Tier 3,Gujarati,salaried,financially_stressed,2024-11-05,train,,,,,,,,
cust_72a106cd99,Kamala Biswas,51,Other,Indore,Madhya Pradesh,Tier 2,Hindi,salaried,stable_salaried,2025-03-20,train,,,,,,,,
cust_6608dca6e5,Advik Salvi,45,Female,Coimbatore,Tamil Nadu,Tier 2,Tamil,gig_irregular,gig_irregular,2025-06-15,train,,,,,,,,
cust_d3eb7eb003,Rachita Pathak,23,Other,Bengaluru,Karnataka,Tier 1,Tamil,gig_irregular,gig_irregular,2025-12-05,test,,,,,,,,
cust_cd99e6f2db,Michael Saran,51,Female,Bengaluru,Karnataka,Tier 1,Bengali,salaried,stable_salaried,2025-08-25,train,,,,,,,,
cust_564375f9ba,Veda Shroff,57,Other,Bilaspur,Chhattisgarh,Tier 3,English,salaried,financially_stressed,2024-12-16,train,,,,,,,,
cust_610d1ff616,Ekantika Korpal,24,Female,Bengaluru,Karnataka,Tier 1,Telugu,salaried,stable_salaried,2025-05-07,train,,,,,,,,
cust_e85386c1d2,Arya Seshadri,36,Male,Bilaspur,Chhattisgarh,Tier 3,Tamil,salaried,stable_salaried,2025-12-10,train,,,,,,,,
cust_e2bb6501c0,Ladli Nayar,30,Male,Barpeta,Assam,Tier 4,Kannada,gig_irregular,gig_irregular,2025-01-22,train,,,,,,,,
cust_e5389713c5,Qabil Sura,48,Other,Mumbai,Maharashtra,Tier 1,Hindi,salaried,financially_stressed,2024-09-26,test,,,,,,,,
cust_99db8d015f,Harini Mammen,23,Male,Mumbai,Maharashtra,Tier 1,Kannada,salaried,stable_salaried,2025-01-05,train,,,,,,,,
cust_9a3ab5599f,Advaith Varughese,34,Female,Indore,Madhya Pradesh,Tier 2,English,salaried,stable_salaried,2026-01-06,train,,,,,,,,
cust_2ec505c20d,Wyatt Ray,50,Female,Coimbatore,Tamil Nadu,Tier 2,Hindi,salaried,fraud_scenario,2026-02-12,train,,,,,,,,
cust_503962b0e0,Vamakshi Swaminathan,23,Other,Mumbai,Maharashtra,Tier 1,Hindi,gig_irregular,gig_irregular,2025-06-05,train,,,,,,,,
cust_014db0f49a,Girik Menon,31,Female,Jhansi,Uttar Pradesh,Tier 3,Kannada,salaried,stable_salaried,2025-05-14,test,,,,,,,,
cust_5ad90e2a99,Damini Pillay,55,Other,Mumbai,Maharashtra,Tier 1,Marathi,gig_irregular,gig_irregular,2025-01-10,train,,,,,,,,
cust_8f4cdda5b3,Pavani Narayanan,27,Female,Barpeta,Assam,Tier 4,Kannada,salaried,stable_salaried,2025-05-28,train,,,,,,,,
cust_f46dd8157d,Anika Mohan,32,Male,Coimbatore,Tamil Nadu,Tier 2,Kannada,salaried,stable_salaried,2025-03-22,test,,,,,,,,
cust_26bc703f2e,Reyansh Mutti,56,Female,Jhansi,Uttar Pradesh,Tier 3,Hindi,salaried,stable_salaried,2025-01-26,train,,,,,,,,
cust_05c21f3c3e,Rehaan Kalita,46,Other,Deoria,Uttar Pradesh,Tier 4,Bengali,gig_irregular,gig_irregular,2024-11-15,test,,,,,,,,
cust_997f863439,Barkha Chaudhry,57,Other,Deoria,Uttar Pradesh,Tier 4,Gujarati,salaried,stable_salaried,2025-10-20,train,,,,,,,,
cust_9cb287c935,Utkarsh Patel,26,Other,Bilaspur,Chhattisgarh,Tier 3,Hindi,salaried,stable_salaried,2025-12-11,train,,,,,,,,
cust_fc108cd1f6,Jonathan Mahal,41,Other,Barpeta,Assam,Tier 4,Hindi,salaried,stable_salaried,2024-12-18,train,,,,,,,,
cust_3a6b0641c4,Brinda Date,53,Other,Jhansi,Uttar Pradesh,Tier 3,Hindi,gig_irregular,gig_irregular,2024-10-05,train,,,,,,,,
cust_51bf7ed9b9,Harshil Arora,34,Female,Bengaluru,Karnataka,Tier 1,Telugu,salaried,stable_salaried,2025-08-26,train,,,,,,,,
cust_8473dd4e58,Varenya Sastry,29,Male,Indore,Madhya Pradesh,Tier 2,Telugu,salaried,fraud_scenario,2025-07-22,train,,,,,,,,
cust_9bef0ebe74,Zayyan Sridhar,56,Other,Coimbatore,Tamil Nadu,Tier 2,Bengali,salaried,financially_stressed,2025-03-16,train,,,,,,,,
cust_52fdd92691,Nandini Swamy,35,Other,Delhi,Delhi,Tier 1,English,salaried,stable_salaried,2024-11-12,train,,,,,,,,
cust_d2cf592da7,Max Dixit,32,Female,Jhansi,Uttar Pradesh,Tier 3,Kannada,salaried,stable_salaried,2024-10-21,train,,,,,,,,
cust_c2dda28405,Frederick Kothari,38,Male,Deoria,Uttar Pradesh,Tier 4,Tamil,gig_irregular,gig_irregular,2025-11-29,test,,,,,,,,
cust_0ab1f4a941,Upkaar Virk,57,Other,Nagpur,Maharashtra,Tier 2,Kannada,salaried,stable_salaried,2024-11-14,train,,,,,,,,
cust_72f9846712,Chameli Sanghvi,38,Other,Indore,Madhya Pradesh,Tier 2,Hindi,salaried,stable_salaried,2025-04-07,test,,,,,,,,
cust_5baeb13dc7,Hardik Johal,44,Other,Bengaluru,Karnataka,Tier 1,Tamil,salaried,fraud_scenario,2025-02-25,test,,,,,,,,
cust_114deeb62f,Finn Dugar,21,Other,Indore,Madhya Pradesh,Tier 2,English,gig_irregular,gig_irregular,2025-08-19,test,,,,,,,,
cust_cae1bd4444,Naksh Agate,28,Other,Jhansi,Uttar Pradesh,Tier 3,Marathi,gig_irregular,gig_irregular,2025-01-20,train,,,,,,,,
cust_6103380af6,Bishakha Bali,47,Male,Delhi,Delhi,Tier 1,Telugu,salaried,financially_stressed,2025-04-22,test,,,,,,,,
cust_52bf5d45af,Sudiksha Bobal,57,Female,Nagpur,Maharashtra,Tier 2,Bengali,salaried,financially_stressed,2025-01-15,test,,,,,,,,
cust_62768aaea0,Rudra Sandal,57,Female,Jhansi,Uttar Pradesh,Tier 3,Gujarati,salaried,stable_salaried,2025-09-22,test,,,,,,,,
